食事	食事[しょくじ]	A: []に行きましょう。<br>B: 何を食べますか。	食事	meal	[2]
引く	引[ひ]く	A: 風邪を[]きました。<br>B: お大事に。	引く	pull/draw	[1]
辺	辺[へん]	A: この[]にコンビニはありますか。<br>B: 角にあります。	辺	region/area	[1]
要するに	要[よう]するに	A: []、君が悪い。<br>B: すみません。	要するに	in short	[2]
離れる	離[はな]れる	A: 席を[]ます。<br>B: すぐ戻りますか。	離れる	separate/leave	[2]
火	火[ひ]	A: []が燃えています。<br>B: 暖かいですね。	火	fire	[1]
実施	実施[じっし]	A: テストを[]します。<br>B: 緊張します。	実施	operation	[2]
今後	今後[こんご]	A: []の予定は？<br>B: 未定です。	今後	in the future	[2]
社会	社会[しゃかい]	A: []の役に立ちたいです。<br>B: 立派ですね。	社会	society	[2]
練習	練習[れんしゅう]	A: 毎日[]します。<br>B: 上手になりますよ。	練習	practice/training	[2]
使用	使用[しよう]	A: スマホの[]を控えます。<br>B: 目にいいですね。	使用	use	[2]
越える	越[こ]える	A: 国境を[]ました。<br>B: 異国ですね。	越える	cross over	[1]
図る	図[はか]る	A: 解決を[]ります。<br>B: 期待しています。	図る	attempt/strive	[1]
企業	企業[きぎょう]	A: 大[]に就職したいです。<br>B: 競争率が高いですよ。	企業	company/business	[2]
奴	奴[やつ]	A: あいつは嫌な[]だ。<br>B: 言い過ぎですよ。	奴	guy/fellow	[1]
はっきり	はっきり	A: []言ってください。<br>B: 実は...	はっきり	clearly/certainly	[2]
例	例[れい]	A: []を挙げてください。<br>B: 例えばこれです。	例	example	[1]
絵	絵[え]	A: []を描くのが好きです。<br>B: 見せてください。	絵	picture/painting	[1]
思い出す	思[おも]い出[だ]す	A: 昔を[]します。<br>B: 懐かしいですね。	思い出す	remember	[3]
酒	酒[さけ]	A: お[]は飲めますか。<br>B: 苦手です。	酒	alcohol/sake	[1]
原因	原因[げんいん]	A: 事故の[]は？<br>B: スピードの出しすぎです。	原因	cause	[2]
守る	守[まも]る	A: 約束を[]ってください。<br>B: もちろんです。	守る	protect/keep	[1]
小学校	小学校[しょうがっこう]	A: []に入学します。<br>B: ランドセルが似合いますね。	小学校	elementary school	[3]
回る	回[まわ]る	A: 目が[]ります。<br>B: 休んだ方がいいです。	回る	spin/go around	[1]
広い	広[ひろ]い	A: []部屋ですね。<br>B: 開放感があります。	広い	wide/large	[1]
猫	猫[ねこ]	A: []が好きですか。<br>B: 犬の方が好きです。	猫	cat	[1]
向こう	向[む]こう	A: 川の[]に学校があります。<br>B: 橋を渡りましょう。	向こう	other side	[1]
同時	同時[どうじ]	A: []に到着しました。<br>B: 偶然ですね。	同時	simultaneous	[2]
調べる	調[しら]べる	A: 辞書で[]ます。<br>B: 勉強熱心ですね。	調べる	investigate	[2]
のぼる	のぼる	A: 山に[]ります。<br>B: 気をつけて。	のぼる	go up/rise	[1]
六	六[ろく]	A: []時集合です。<br>B: 早いですね。	六	six	[1]
のみ	のみ	A: 現金[]使えます。<br>B: カードはダメですか。	のみ	only/merely	[1]
向ける	向[む]ける	A: 顔をこちらに[]てください。<br>B: はい。	向ける	turn/point	[1]
落ちる	落[お]ちる	A: 試験に[]ました。<br>B: 次がありますよ。	落ちる	fall/drop	[1]
だが	だが	A: 雨だ。[]行くぞ。<br>B: 元気ですね。	だが	but/however	[1]
決まる	決[き]まる	A: 日程が[]りました。<br>B: いつですか。	決まる	be decided	[1]
起こす	起[お]こす	A: 7時に[]してください。<br>B: わかりました。	起こす	wake/cause	[1]
場	場[ば]	A: その[]で決めました。<br>B: 早い決断ですね。	場	field/place	[1]
いずれ	いずれ	A: []分かるでしょう。<br>B: そうですね。	いずれ	anyway/either	[1]
ホテル	ホテル	A: []を予約しました。<br>B: 楽しみです。	ホテル	hotel	[2]
対象	対象[たいしょう]	A: 子供が[]のイベントです。<br>B: 楽しそうですね。	対象	object/target	[2]
打つ	打[う]つ	A: ボールを[]ちます。<br>B: ホームランだ！	打つ	hit/strike	[1]
以前	以前[いぜん]	A: []、会いましたね。<br>B: お久しぶりです。	以前	before/formerly	[2]
夫	夫[おっと]	A: []と相談します。<br>B: そうしてください。	夫	husband	[1]
確認	確認[かくにん]	A: 予約の[]です。<br>B: お願いします。	確認	confirmation	[2]
数	数[かず]	A: []を数えてください。<br>B: 1, 2, 3...	数	number	[1]
意見	意見[いけん]	A: 何か[]はありますか。<br>B: 特にありません。	意見	opinion/idea	[2]
割と	割[わり]と	A: 今日は[]暖かいです。<br>B: 過ごしやすいですね。	割と	comparatively	[1]
大丈夫	大丈夫[だいじょうぶ]	A: []ですか。<br>B: 平気です。	大丈夫	safe/all right	[2]
通う	通[かよ]う	A: ジムに[]っています。<br>B: 健康的ですね。	通う	attend/commute	[1]
申し上げる	申[もう]し上[あ]げる	A: お礼を[]ます。<br>B: とんでもないです。	申し上げる	tell/say (humble)	[3]
可能性	可能性[かのうせい]	A: 成功の[]はあります。<br>B: 信じています。	可能性	possibility	[3]
述べる	述[のべ]る	A: 感想を[]てください。<br>B: 面白かったです。	述べる	describe/state	[2]
さえ	さえ	A: 名前[]書けません。<br>B: 勉強しましょう。	さえ	even/besides	[1]
三人	三人[さんにん]	A: []で分けましょう。<br>B: 喧嘩しないでね。	三人	three people	[2]
一部	一部[いちぶ]	A: []を変更しました。<br>B: 分かりました。	一部	part	[2]
きっと	きっと	A: 彼なら[]来ます。<br>B: 待ちましょう。	きっと	surely/certainly	[1]
